station,mean,sum,year
RTOI4,9.32690812995492e-05,6,2025
RTPI4,4.6702056447218896e-05,3,2025
RURI4,0.00010881561970495422,7,2025
RVHI4,0.0,0,2025
RVNI4,1.5535187199005747e-05,1,2025
RWBI4,0.0,0,2025
RWII4,0.0,0,2025
RWLI4,0.0,0,2025
RWMI4,0.0,0,2025
SRGI4,7.791560182010845e-05,5,2025
VCTI4,0.0,0,2025
